,SCHOOL_ID,NRC_DESC,COUNTY_DESC,ITEM_SUBJECT_AREA,GRADE,SUBGROUP_NAME,TOTAL_TESTED,MEAN_SCALE_SCORE_2017,MEAN_SCALE_SCORE_2018,MEAN_SCALE_SCORE_2019
104383,ABRAM LANSING SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,4,All Students,62,305,595,592
104396,ABRAM LANSING SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,5,All Students,50,292,597,596
104409,ABRAM LANSING SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,5,All Students,48,297,593,591
104422,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,3,All Students,17,312,607,607
104433,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,3,All Students,17,315,597,614
104444,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,4,All Students,32,318,607,601
104455,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,4,All Students,33,303,602,592
104467,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,5,All Students,23,303,600,601
104479,VAN SCHAICK ISLAND SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,5,All Students,24,304,596,597
104491,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,6,All Students,133,294,596,597
104506,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,6,All Students,133,301,598,598
104521,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,7,All Students,127,302,596,598
104535,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,7,All Students,124,306,597,601
104549,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,8,All Students,134,301,597,597
104564,COHOES MIDDLE SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,8,All Students,132,279,598,599
104579,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,3,All Students,67,311,601,598
104593,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,3,All Students,68,318,590,592
104607,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,4,All Students,57,302,594,599
104622,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,4,All Students,59,295,595,592
104637,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,5,All Students,69,299,597,594
104649,HARMONY HILL SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,5,All Students,70,300,593,594
104841,ROESSLEVILLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,72,303,599,600
104855,ROESSLEVILLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,77,318,603,604
104869,ROESSLEVILLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,51,305,602,600
104883,ROESSLEVILLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,55,315,602,603
104897,SADDLEWOOD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,78,316,602,601
104911,SADDLEWOOD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,79,322,604,602
104925,SADDLEWOOD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,66,315,602,598
104939,SADDLEWOOD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,64,323,606,609
104953,SHAKER ROAD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,60,299,590,596
104968,SHAKER ROAD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,63,311,596,604
104983,SHAKER ROAD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,60,319,603,596
104997,SHAKER ROAD ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,60,311,605,595
105012,FOREST PARK ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,51,305,600,597
105026,FOREST PARK ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,52,307,598,597
105040,FOREST PARK ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,56,308,597,594
105054,FOREST PARK ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,58,310,599,598
105068,VEEDER ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,80,304,596,594
105082,VEEDER ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,81,303,596,597
105096,VEEDER ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,94,298,599,598
105110,VEEDER ELEMENTARY SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,95,309,601,603
105124,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,5,All Students,157,290,598,597
105139,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,5,All Students,149,311,601,603
105154,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,6,All Students,156,293,598,601
105169,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,6,All Students,153,312,606,609
105184,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,7,All Students,134,306,597,598
105199,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,7,All Students,131,316,602,607
105214,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,8,All Students,151,293,595,600
105229,SAND CREEK MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,8,All Students,113,293,597,599
105244,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,5,All Students,133,302,599,600
105258,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,5,All Students,125,312,605,604
105272,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,6,All Students,131,303,599,599
105286,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,6,All Students,128,328,606,608
105300,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,7,All Students,138,309,605,605
105314,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,7,All Students,132,317,609,608
105328,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,ELA,8,All Students,120,300,599,605
105342,LISHA KILL MIDDLE SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,8,All Students,62,305,601,604
105511,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,3,All Students,27,325,604,606
105524,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,3,All Students,27,323,600,608
105537,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,4,All Students,33,327,603,599
105551,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,4,All Students,34,334,593,603
105565,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,5,All Students,22,328,615,605
105579,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,5,All Students,27,330,612,599
105592,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,6,All Students,32,308,603,600
105606,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,6,All Students,33,315,600,607
105620,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,7,All Students,17,320,602,597
105632,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,7,All Students,17,325,597,602
105644,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,ELA,8,All Students,38,317,606,604
105655,MENANDS SCHOOL (ALBANY),Average Needs,ALBANY,Mathematics,8,All Students,14,294,593,593
105666,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,3,All Students,413,323,605,604
105681,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,420,328,606,607
105696,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,4,All Students,426,316,606,603
105712,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,424,320,609,607
105728,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,5,All Students,376,315,606,606
105743,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,376,325,606,609
105758,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,6,All Students,384,314,609,607
105773,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,374,336,612,611
105788,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,7,All Students,374,320,609,609
105803,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,7,All Students,347,323,609,610
105818,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,ELA,8,All Students,363,322,606,610
105833,NORTH COLONIE CSD (ALBANY),Low Needs,ALBANY,Mathematics,8,All Students,179,307,608,609
105848,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,77,314,601,600
105862,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,79,323,599,603
105877,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,80,314,607,598
105891,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,75,322,609,602
105904,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,76,307,602,602
105919,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,75,313,604,605
105934,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,63,311,606,604
105948,BLUE CREEK SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,60,326,602,605
105962,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,77,318,606,606
105976,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,79,324,605,609
105990,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,84,325,605,600
106004,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,83,329,615,607
106018,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,73,326,611,609
106032,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,77,343,613,614
106047,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,71,309,613,607
106062,BOGHT HILLS SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,70,349,622,620
106077,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,69,325,605,605
106092,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,69,330,606,610
106107,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,85,312,605,603
106122,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,83,314,608,608
106137,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,75,312,607,606
106152,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,73,320,602,605
106167,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,63,306,608,604
106182,FORTS FERRY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,61,316,607,604
106197,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,83,321,604,602
106212,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,84,329,607,607
106227,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,83,307,606,605
106241,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,82,308,606,608
106256,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,61,311,602,602
106270,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,59,329,603,612
106284,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,76,319,609,607
106298,LATHAM RIDGE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,73,347,617,609
106312,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,44,329,607,605
106325,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,44,326,609,608
106337,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,44,320,605,601
106349,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,47,324,604,607
106362,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,44,329,608,609
106375,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,44,327,606,609
106388,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,54,328,613,612
106400,LOUDONVILLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,52,353,622,615
106412,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,62,339,613,610
106427,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,64,345,614,609
106442,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,50,316,612,612
106456,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,54,320,610,611
106470,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,46,312,609,615
106484,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,47,317,607,607
106498,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,55,321,604,611
106512,SOUTHGATE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,56,333,606,614
106526,SHAKER JUNIOR HIGH SCHOOL (ALBANY),Low Needs,ALBANY,ELA,7,All Students,374,320,609,609
106541,SHAKER JUNIOR HIGH SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,7,All Students,347,323,609,610
106556,SHAKER JUNIOR HIGH SCHOOL (ALBANY),Low Needs,ALBANY,ELA,8,All Students,362,322,606,610
106571,SHAKER JUNIOR HIGH SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,8,All Students,178,307,608,609
106705,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,3,All Students,17,293,596,592
106715,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,3,All Students,18,291,584,595
106725,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,4,All Students,13,275,583,592
106735,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,4,All Students,12,275,584,575
106745,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,5,All Students,26,264,590,583
106755,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,5,All Students,26,267,588,578
106766,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,6,All Students,21,288,583,585
106778,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,6,All Students,21,287,589,593
106790,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,7,All Students,22,291,593,579
106802,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,7,All Students,22,284,600,579
106813,HEATLY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,8,All Students,21,274,591,588
107004,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,44,318,603,598
107016,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,48,319,603,601
107028,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,37,323,606,598
107039,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,35,322,608,606
107051,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,26,314,608,610
107063,ALTAMONT ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,29,323,604,608
107075,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,77,316,605,609
107090,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,78,323,606,609
107105,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,64,313,604,608
107120,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,66,316,607,608
107135,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,71,297,605,604
107149,GUILDERLAND ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,73,308,604,603
107163,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,66,315,607,606
107178,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,69,314,605,603
107193,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,99,332,606,602
107208,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,97,331,604,607
107223,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,72,310,613,604
107238,WESTMERE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,75,322,611,602
107253,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,51,307,608,600
107267,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,53,316,609,603
107281,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,64,324,611,608
107295,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,65,321,608,612
107309,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,60,310,606,610
107323,LYNNWOOD ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,60,321,601,607
107337,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,307,308,605,604
107352,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,301,322,607,607
107367,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,7,All Students,305,319,605,605
107382,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,7,All Students,303,326,607,610
107397,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,8,All Students,304,316,606,602
107412,FARNSWORTH MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,8,All Students,183,304,602,603
107427,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,63,317,606,603
107440,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,64,314,605,606
107453,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,71,326,610,605
107465,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,71,326,607,608
107477,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,61,323,614,614
107490,PINE BUSH ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,62,337,616,612
107644,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,3,All Students,78,328,615,603
107655,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,3,All Students,78,339,615,610
107666,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,4,All Students,78,327,614,608
107678,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,4,All Students,79,329,612,612
107690,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,ELA,5,All Students,57,326,611,614
107702,VOORHEESVILLE ELEMENTARY SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,5,All Students,57,328,609,611
107714,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,6,All Students,81,316,605,605
107725,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,6,All Students,80,332,609,613
107736,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,7,All Students,42,331,612,612
107749,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,7,All Students,46,328,609,610
107762,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,ELA,8,All Students,59,317,613,606
107773,VOORHEESVILLE MIDDLE SCHOOL (ALBANY),Low Needs,ALBANY,Mathematics,8,All Students,41,303,609,603
107963,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,3,All Students,90,303,593,597
107978,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,3,All Students,91,305,594,601
107993,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,4,All Students,95,298,595,597
108008,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,4,All Students,94,299,595,595
108023,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,5,All Students,100,299,593,597
108038,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,5,All Students,99,302,591,594
108053,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,6,All Students,85,288,594,592
108068,WATERVLIET ELEMENTARY SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,6,All Students,84,296,593,591
108083,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,7,All Students,94,300,592,598
108097,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,7,All Students,91,286,591,593
108112,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,ELA,8,All Students,82,301,599,592
108127,WATERVLIET JUNIOR-SENIOR HIGH SCHOOL (ALBANY),Urban-Suburban High Needs,ALBANY,Mathematics,8,All Students,84,280,596,591
108447,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,3,All Students,43,310,597,603
108458,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,3,All Students,44,320,601,609
108469,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,4,All Students,43,315,608,599
108481,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,4,All Students,43,309,610,607
108493,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,5,All Students,41,305,598,605
108505,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,5,All Students,41,307,600,604
108517,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,6,All Students,46,304,604,596
108529,ALFRED-ALMOND ELEMENTARY SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,6,All Students,45,310,600,599
108541,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,7,All Students,42,312,601,602
108552,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,7,All Students,37,303,600,594
108563,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL (ALLEGANY),Average Needs,ALLEGANY,ELA,8,All Students,44,326,606,602
108573,ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL (ALLEGANY),Average Needs,ALLEGANY,Mathematics,8,All Students,41,305,604,602
108703,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,3,All Students,17,292,599,598
108713,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,3,All Students,17,300,601,606
108723,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,4,All Students,27,297,592,589
108733,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,4,All Students,27,301,588,595
108743,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,5,All Students,25,280,596,595
108753,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,5,All Students,25,289,598,598
108763,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,6,All Students,15,292,591,594
108773,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,6,All Students,14,306,593,603
108783,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,7,All Students,25,298,598,595
108793,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,7,All Students,24,290,603,587
108803,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,ELA,8,All Students,26,324,592,593
108812,ANDOVER SCHOOL (ALLEGANY),Rural High Needs,ALLEGANY,Mathematics,8,All Students,21,294,591,592
